trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
20,False,"{'a': 0.01, 'e': 0.22578130553514802}",35,0,-142.59021826482473,"{0: 28, 1: 0, 2: 2, 3: 2, 4: 3}",0
21,False,"{'a': 0.01, 'e': 0.22078130553514802}",30,0,1.2418072416263652,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
22,False,"{'a': 0.01, 'e': 0.21578130553514802}",20,0,-63.86504320024549,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
23,False,"{'a': 0.01, 'e': 0.210781305535148}",20,0,3.5070607975041113,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
24,False,"{'a': 0.01, 'e': 0.205781305535148}",30,0,-11.483764213403955,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
25,False,"{'a': 0.01, 'e': 0.200781305535148}",20,13,5.600432685058916,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
26,False,"{'a': 0.01, 'e': 0.195781305535148}",25,0,-43.33028958293396,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
27,False,"{'a': 0.01, 'e': 0.190781305535148}",25,0,13.603970183189848,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
28,False,"{'a': 0.01, 'e': 0.185781305535148}",20,0,-33.1817457896902,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
29,False,"{'a': 0.01, 'e': 0.18078130553514798}",20,13,2.1525816978152066,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
30,False,"{'a': 0.01, 'e': 0.17578130553514798}",25,0,-32.536247791750476,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
31,False,"{'a': 0.01, 'e': 0.17078130553514798}",20,0,-41.34147768972215,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
32,False,"{'a': 0.01, 'e': 0.16578130553514797}",20,0,-91.38089677771006,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
33,False,"{'a': 0.01, 'e': 0.16078130553514797}",25,0,-14.076796755672259,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
34,False,"{'a': 0.01, 'e': 0.15578130553514796}",20,0,-32.10957974848617,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
35,False,"{'a': 0.01, 'e': 0.15078130553514796}",20,0,1.1038214007497051,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
36,False,"{'a': 0.01, 'e': 0.14578130553514795}",20,0,10.672668095785715,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
37,False,"{'a': 0.01, 'e': 0.14078130553514795}",25,0,-96.32120783627877,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
38,False,"{'a': 0.01, 'e': 0.13578130553514794}",30,0,-11.199473560372725,"{0: 25, 1: 3, 2: 1, 3: 1, 4: 0}",0
39,False,"{'a': 0.01, 'e': 0.13078130553514794}",30,0,36.907670937938185,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
40,False,"{'a': 0.01, 'e': 0.12578130553514794}",20,0,-96.56432215549215,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",0
41,False,"{'a': 0.01, 'e': 0.12078130553514793}",20,16,7.785060380744837,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,False,"{'a': 0.01, 'e': 0.11578130553514793}",20,0,-16.403843597230075,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
43,False,"{'a': 0.01, 'e': 0.11078130553514792}",20,0,-2.685811216542101,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
44,False,"{'a': 0.01, 'e': 0.10578130553514792}",30,11,-12.520870737740212,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
45,False,"{'a': 0.01, 'e': 0.10078130553514791}",25,0,-72.77173644223615,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 2}",0
46,False,"{'a': 0.01, 'e': 0.09578130553514791}",20,0,11.911543636824717,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
47,False,"{'a': 0.01, 'e': 0.0907813055351479}",25,8,-27.338755411625105,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
48,False,"{'a': 0.01, 'e': 0.0857813055351479}",20,0,20.939636017410223,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
49,False,"{'a': 0.01, 'e': 0.0807813055351479}",35,23,12.046700430588938,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.01, 'e': 0.07578130553514789}",30,0,-33.81283051564778,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 1}",0
51,False,"{'a': 0.01, 'e': 0.07078130553514789}",30,0,25.509292528400113,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
